Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang
School building is damaged and unsafe.,Education,Negative,Medium,Malegaon,2024-11-01,413115,en
Road conditions are very poor and dangerous.,Education,Neutral,Low,Malegaon,2025-07-15,413115,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Negative,Low,Morgaon,2024-10-04,413304,mr
शाळेची इमारत खराब झाली आहे.,Road,Positive,Low,Katphal,2024-03-06,413111,mr
शाळेची इमारत खराब झाली आहे.,Education,Neutral,High,Morgaon,2024-09-03,413304,mr
वीज पुरवठा अनियमित आहे.,Health,Negative,Medium,Morgaon,2024-04-29,413304,mr
Sanitation facilities are not adequate in the village.,Road,Positive,Medium,Morgaon,2025-02-16,413304,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Positive,High,Someshwar,2025-01-05,412306,mr
Road conditions are very poor and dangerous.,Water,Positive,Low,Malegaon,2024-03-14,413115,en
Electricity supply is irregular in our area.,Education,Negative,Low,Morgaon,2025-01-10,413304,en
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Positive,Medium,Supa,2025-07-24,413109,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Negative,High,Morgaon,2024-02-28,413304,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Education,Neutral,Low,Baramati,2024-11-27,413102,mr
Medicines are not available at the PHC.,Water,Positive,Low,Pandare,2024-11-24,413103,en
School building is damaged and unsafe.,Health,Negative,High,Malegaon,2025-02-11,413115,en
वीज पुरवठा अनियमित आहे.,Road,Positive,High,Supa,2025-08-07,413109,mr
Road conditions are very poor and dangerous.,Education,Positive,Medium,Morgaon,2024-01-31,413304,en
Road conditions are very poor and dangerous.,Sanitation,Neutral,Medium,Nimbut,2024-03-19,413110,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,High,Pandare,2025-07-09,413103,mr
Electricity supply is irregular in our area.,Road,Neutral,High,Pandare,2024-05-05,413103,en
शाळेची इमारत खराब झाली आहे.,Health,Positive,Medium,Baramati,2024-12-09,413102,mr
वीज पुरवठा अनियमित आहे.,Road,Positive,Medium,Morgaon,2025-05-10,413304,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Negative,Low,Katphal,2024-01-10,413111,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Negative,Medium,Katphal,2024-03-29,413111,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Neutral,Medium,Someshwar,2025-02-05,412306,mr
वीज पुरवठा अनियमित आहे.,Road,Neutral,Medium,Katphal,2024-08-08,413111,mr
शाळेची इमारत खराब झाली आहे.,Sanitation,Neutral,Medium,Baramati,2025-06-14,413102,mr
Road conditions are very poor and dangerous.,Sanitation,Neutral,High,Pandare,2025-01-19,413103,en
वीज पुरवठा अनियमित आहे.,Road,Positive,High,Katphal,2024-02-21,413111,mr
Electricity supply is irregular in our area.,Sanitation,Negative,Medium,Malegaon,2025-08-25,413115,en
Sanitation facilities are not adequate in the village.,Education,Positive,Medium,Baramati,2024-02-16,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Positive,Low,Someshwar,2025-05-16,412306,mr
Sanitation facilities are not adequate in the village.,Road,Positive,Low,Malegaon,2024-07-28,413115,en
Road conditions are very poor and dangerous.,Sanitation,Negative,Low,Pandare,2024-06-14,413103,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Neutral,High,Baramati,2024-10-16,413102,mr
Sanitation facilities are not adequate in the village.,Sanitation,Neutral,High,Katphal,2024-09-03,413111,en
Sanitation facilities are not adequate in the village.,Sanitation,Positive,High,Nimbut,2025-07-29,413110,en
No water supply in the village since several days.,Water,Positive,Low,Baramati,2024-11-30,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,High,Nimbut,2024-08-01,413110,mr
वीज पुरवठा अनियमित आहे.,Education,Positive,Low,Supa,2025-02-11,413109,mr
Electricity supply is irregular in our area.,Road,Neutral,High,Malegaon,2024-03-10,413115,en
वीज पुरवठा अनियमित आहे.,Electricity,Negative,High,Katphal,2024-03-08,413111,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Neutral,Medium,Baramati,2025-01-11,413102,mr
Sanitation facilities are not adequate in the village.,Health,Negative,Low,Malegaon,2024-12-13,413115,en
School building is damaged and unsafe.,Water,Positive,Medium,Malegaon,2024-08-31,413115,en
शाळेची इमारत खराब झाली आहे.,Electricity,Positive,Low,Katphal,2024-09-21,413111,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Neutral,Medium,Nimbut,2025-07-13,413110,mr
वीज पुरवठा अनियमित आहे.,Education,Neutral,Medium,Morgaon,2024-11-07,413304,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Positive,Medium,Malegaon,2024-08-25,413115,mr
Road conditions are very poor and dangerous.,Road,Positive,Low,Katphal,2025-06-15,413111,en
Sanitation facilities are not adequate in the village.,Health,Neutral,Low,Katphal,2024-09-01,413111,en
School building is damaged and unsafe.,Education,Positive,Low,Morgaon,2024-03-29,413304,en
Medicines are not available at the PHC.,Electricity,Neutral,Medium,Morgaon,2024-08-23,413304,en
No water supply in the village since several days.,Sanitation,Neutral,Medium,Baramati,2024-05-10,413102,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Neutral,Medium,Someshwar,2025-03-23,412306,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Positive,Low,Pandare,2025-08-09,413103,mr
शाळेची इमारत खराब झाली आहे.,Electricity,Neutral,High,Supa,2024-11-02,413109,mr
Medicines are not available at the PHC.,Sanitation,Negative,Medium,Baramati,2024-08-23,413102,en
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Medium,Baramati,2025-08-06,413102,mr
No water supply in the village since several days.,Education,Positive,Low,Malegaon,2024-02-19,413115,en
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Low,Supa,2025-03-13,413109,mr
शाळेची इमारत खराब झाली आहे.,Sanitation,Negative,Medium,Supa,2025-07-02,413109,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Low,Morgaon,2024-09-22,413304,mr
Medicines are not available at the PHC.,Electricity,Neutral,High,Supa,2025-02-17,413109,en
Sanitation facilities are not adequate in the village.,Water,Negative,Low,Pandare,2025-03-18,413103,en
No water supply in the village since several days.,Road,Positive,Medium,Baramati,2025-02-17,413102,en
School building is damaged and unsafe.,Water,Neutral,High,Morgaon,2024-12-14,413304,en
Sanitation facilities are not adequate in the village.,Road,Positive,Low,Supa,2024-09-06,413109,en
No water supply in the village since several days.,Road,Negative,Low,Nimbut,2024-03-09,413110,en
Electricity supply is irregular in our area.,Sanitation,Positive,Medium,Baramati,2025-07-19,413102,en
वीज पुरवठा अनियमित आहे.,Electricity,Neutral,Medium,Nimbut,2024-01-01,413110,mr
No water supply in the village since several days.,Water,Negative,High,Katphal,2025-01-16,413111,en
वीज पुरवठा अनियमित आहे.,Electricity,Negative,Medium,Supa,2025-08-31,413109,mr
Electricity supply is irregular in our area.,Education,Negative,Medium,Malegaon,2024-04-09,413115,en
No water supply in the village since several days.,Water,Positive,Low,Baramati,2024-08-30,413102,en
School building is damaged and unsafe.,Electricity,Neutral,Low,Katphal,2025-02-15,413111,en
वीज पुरवठा अनियमित आहे.,Health,Neutral,Low,Nimbut,2024-12-11,413110,mr
वीज पुरवठा अनियमित आहे.,Electricity,Positive,High,Someshwar,2025-05-10,412306,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Positive,Medium,Katphal,2025-03-09,413111,mr
वीज पुरवठा अनियमित आहे.,Health,Negative,Medium,Katphal,2025-04-27,413111,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Positive,Medium,Katphal,2024-08-11,413111,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Negative,Medium,Baramati,2024-05-30,413102,mr
School building is damaged and unsafe.,Education,Positive,Low,Pandare,2024-05-11,413103,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Negative,Medium,Baramati,2024-05-11,413102,mr
Road conditions are very poor and dangerous.,Road,Negative,Low,Pandare,2025-03-16,413103,en
वीज पुरवठा अनियमित आहे.,Sanitation,Positive,High,Nimbut,2024-03-23,413110,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Neutral,Low,Pandare,2024-04-30,413103,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Positive,Low,Supa,2024-09-30,413109,mr
Electricity supply is irregular in our area.,Sanitation,Neutral,High,Supa,2025-02-15,413109,en
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Neutral,Low,Baramati,2025-07-15,413102,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Road,Positive,High,Katphal,2024-01-19,413111,mr
शाळेची इमारत खराब झाली आहे.,Sanitation,Positive,High,Katphal,2024-03-05,413111,mr
वीज पुरवठा अनियमित आहे.,Education,Negative,Medium,Baramati,2024-10-04,413102,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Positive,Medium,Pandare,2024-01-12,413103,mr
Electricity supply is irregular in our area.,Health,Negative,High,Nimbut,2024-02-21,413110,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,Medium,Morgaon,2024-06-05,413304,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Neutral,High,Supa,2024-01-04,413109,mr
